,id,name,NN ը/կ,"Հայտարարատուի անունը, ազգանունը, հայրանունը",Անշարժ գույքի տեսակը,Գույքի գտնվելու վայրի հասցեն,Անշարժ գույքի մակերեսը,Անշարժ գույքի հաշվառման համարը,"Գույքի սեփականատիրոջ անվանումը կամ անունը, ազգանունը, հայրանունը",Հայտարարատուի և սեփականատիրոջ միջև առկա կապի բնույթը
72,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105427,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,1.,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,"Ավտոտնակը (տրանսպորտային միջոցների կայանման համար հողամասի վրա կառուցված առանձին շինությունը), ավտոհանգրվանը,ավտոկայանատեղին",Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՒԲԱՐԱՇԵՆ Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված
73,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105414,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,Տվյալներ չկան,,,,,,,
74,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105398,ԱՐՏԱԿ ՊՈՂՈՍՅԱՆ ՄԿՐՏԻՉԻ,1.,ԱՐՏԱԿ ՊՈՂՈՍՅԱՆ ՄԿՐՏԻՉԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը",Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԵՐԵՎԱՆ Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված
75,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105433,ԱՆԻ ՄԽԻԿՅԱՆ ՎԱՐԴԱՆԻ,Տվյալներ չկան,,,,,,,
76,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105268,ԼԻԼԻԹ ԱԼԵՔՍԱՆՅԱՆ ԿԱՐԵՆԻ,1.,ԼԻԼԻԹ ԱԼԵՔՍԱՆՅԱՆ ԿԱՐԵՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը",Հայաստանի Հանրապետություն ԵՐԵՎԱՆ Երևան Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված
77,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105266,ՀԱՅԿՈՒՀԻ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՅԿԻ,Տվյալներ չկան,,,,,,,
78,https://registry.cpcarmenia.am/declaration/?id=1_1_2_103431,ԱՐԵՎԻԿ ԹՈՐՈՍՅԱՆ ՇԻՐԱԿԻ,Տվյալներ չկան,,,,,,,
79,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105259,ՆԱՐԵԿ ՀԱՄԲԱՐՁՈՒՄՅԱՆ ԳԱԳԻԿԻ,Տվյալներ չկան,,,,,,,
80,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105270,ՆԱՐԻՆԵ ՄԿՐՏՉՅԱՆ ՆՎԵՐԻ,Տվյալներ չկան,,,,,,,
81,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105260,ՆԱԻՐԻ ՄԻՐԶՈՅԱՆ ՀԱՄԼԵՏԻ,Տվյալներ չկան,,,,,,,
82,https://registry.cpcarmenia.am/declaration/?id=1_1_1_105265,ՄԱՐԻԱՄ ԳԱԼՍՏՅԱՆ ԿԱՐԵՆԻ,Տվյալներ չկան,,,,,,,
83,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105264,ԱՆՆԱ ՄԱՐՏԻՐՈՍՅԱՆ ՀԱՅԿԻ,Տվյալներ չկան,,,,,,,
84,https://registry.cpcarmenia.am/declaration/?id=1_1_2_105267,ԾՈՎԻՆԱՐ ՄԱՐԳԱՐՅԱՆ ՀԵՆՐԻԿԻ,1.,ԾՈՎԻՆԱՐ ՄԱՐԳԱՐՅԱՆ ՀԵՆՐԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը",Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՋԱՓՆՅԱԿ Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված,Պաշտպանված
